"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13"
"1",6,"700","20","30","20","5","2","100","0.4","1.2","0.65",3,147397,27546,42157,66459,21245,1811,55539,27042,224094,74475,147490,27546,27047
