,Unnamed: 0,Unnamed: 0.1,Unnamed: 0_x,.ID.,nbIterTraces,nbGranular,mu,lambda,nbElite,nbClose,nbIterPenaltyManagement,targetFeasible,penaltyIncrease,penaltyDecrease,.PARENT.,name,Unnamed: 0_y,hiper_parameter_agg,conj_clientes,instancia,custo
22,22,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,22,K3C18J3,K3E3C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n214-k11.vrp,11363.0
23,23,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,23,K3C18J3,K3E3C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n384-k52.vrp,67855.0
24,24,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,24,K3C18J3,K3E3C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n411-k19.vrp,20910.0
25,25,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,25,K3C18J3,K3E3C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n344-k43.vrp,43513.0
26,26,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,26,K3C18J3,K3E3C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_20.vrp,1888.0
27,27,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,27,K3C18J3,K3E3C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/CMT4.vrp,1039.0
28,28,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,28,K3C18J3,K3E3C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n284-k15.vrp,21363.0
29,29,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,29,K3C18J3,K3E3C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_1.vrp,5801.0
30,30,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,30,K3C18J3,K3E3C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_9.vrp,523.0
31,31,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,31,K3C18J3,K3E3C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n480-k70.vrp,92007.0
32,32,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,32,K3C18J3,K3E3C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n256-k16.vrp,19193.0
33,33,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,33,K3C18J3,K3E3C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/CMT13.vrp,1574.0
34,34,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,34,K3C18J3,K3E3C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n837-k142.vrp,198679.0
35,35,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,35,K3C18J3,K3E3C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n129-k18.vrp,29869.0
36,36,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,36,K3C18J3,K3E1C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n200-k36.vrp,60121.0
37,37,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,37,K3C18J3,K3E1C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n101-k25.vrp,28058.0
38,38,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,38,K3C18J3,K3E1C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n134-k13.vrp,11120.0
39,39,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,39,K3C18J3,K3E1C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n548-k50.vrp,88415.0
40,40,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,40,K3C18J3,K3E1C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_5.vrp,6534.0
41,41,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,41,K3C18J3,K3E1C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n228-k23.vrp,26362.0
42,42,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,42,K3C18J3,K3E1C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n876-k59.vrp,102919.0
43,43,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,43,K3C18J3,K3E1C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/CMT3.vrp,824.0
44,44,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,44,K3C18J3,K3E1C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n819-k171.vrp,162559.0
45,45,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,45,K3C18J3,K3E1C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n336-k84.vrp,144661.0
46,46,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,46,K3C18J3,K3E1C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n561-k42.vrp,44621.0
47,47,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,47,K3C18J3,K3E1C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n502-k39.vrp,69966.0
48,48,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,48,K3C18J3,K3E1C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n120-k6.vrp,13545.0
49,49,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,49,K3C18J3,K3E1C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n322-k28.vrp,31049.0
50,50,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,50,K3C18J3,K3E1C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n233-k16.vrp,19899.0
51,51,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,51,K3C18J3,K3E1C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n275-k28.vrp,21625.0
52,52,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,52,K3C18J3,K3E1C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n856-k95.vrp,91029.0
53,53,2,13.0,7.0,7,700,15,30,40,7,7,150,0.3,1.3,7.0,K3C18J3,53,K3C18J3,K3E1C18J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n303-k21.vrp,22478.0
54,54,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,54,K3C15J3,K3E3C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n895-k37.vrp,57209.0
55,55,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,55,K3C15J3,K3E3C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n153-k22.vrp,21636.0
56,56,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,56,K3C15J3,K3E3C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n106-k14.vrp,26635.0
57,57,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,57,K3C15J3,K3E3C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n280-k17.vrp,34394.0
58,58,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,58,K3C15J3,K3E3C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n120-k6.vrp,13664.0
59,59,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,59,K3C15J3,K3E3C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n401-k29.vrp,68305.0
60,60,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,60,K3C15J3,K3E3C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/CMT9.vrp,1179.0
61,61,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,61,K3C15J3,K3E3C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n223-k34.vrp,41437.0
62,62,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,62,K3C15J3,K3E3C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n200-k36.vrp,59947.0
63,63,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,63,K3C15J3,K3E3C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n957-k87.vrp,87490.0
64,64,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,64,K3C15J3,K3E3C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n237-k14.vrp,27585.0
65,65,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,65,K3C15J3,K3E3C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n1001-k43.vrp,76830.0
66,66,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,66,K3C15J3,K3E3C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n129-k18.vrp,30004.0
67,67,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,67,K3C15J3,K3E3C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_18.vrp,1043.0
68,68,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,68,K3C15J3,K3E3C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n548-k50.vrp,88071.0
69,69,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,69,K3C15J3,K3E2C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n749-k98.vrp,80278.0
70,70,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,70,K3C15J3,K3E2C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n270-k35.vrp,36249.0
71,71,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,71,K3C15J3,K3E2C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n701-k44.vrp,85543.0
72,72,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,72,K3C15J3,K3E2C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n766-k71.vrp,119336.0
73,73,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,73,K3C15J3,K3E2C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n599-k92.vrp,111505.0
74,74,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,74,K3C15J3,K3E2C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n411-k19.vrp,20564.0
75,75,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,75,K3C15J3,K3E2C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/CMT13.vrp,1561.0
76,76,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,76,K3C15J3,K3E2C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n228-k23.vrp,26363.0
77,77,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,77,K3C15J3,K3E2C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_10.vrp,666.0
78,78,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,78,K3C15J3,K3E2C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_20.vrp,1899.0
79,79,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,79,K3C15J3,K3E2C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n670-k130.vrp,
80,80,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,80,K3C15J3,K3E2C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n308-k13.vrp,26774.0
81,81,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,81,K3C15J3,K3E2C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n513-k21.vrp,25259.0
82,82,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,82,K3C15J3,K3E2C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n294-k50.vrp,48823.0
83,83,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,83,K3C15J3,K3E2C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/CMT3.vrp,819.0
84,84,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,84,K3C15J3,K3E1C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n143-k7.vrp,16007.0
85,85,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,85,K3C15J3,K3E1C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n214-k11.vrp,11382.0
86,86,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,86,K3C15J3,K3E1C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n186-k15.vrp,24941.0
87,87,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,87,K3C15J3,K3E1C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n524-k153.vrp,
88,88,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,88,K3C15J3,K3E1C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_3.vrp,11287.0
89,89,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,89,K3C15J3,K3E1C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n110-k13.vrp,15062.0
90,90,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,90,K3C15J3,K3E1C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n139-k10.vrp,13761.0
91,91,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,91,K3C15J3,K3E1C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/CMT2.vrp,843.0
92,92,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,92,K3C15J3,K3E1C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/CMT14.vrp,865.0
93,93,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,93,K3C15J3,K3E1C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_5.vrp,6497.0
94,94,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,94,K3C15J3,K3E1C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_13.vrp,886.0
95,95,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,95,K3C15J3,K3E1C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n125-k30.vrp,56731.0
96,96,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,96,K3C15J3,K3E1C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n359-k29.vrp,53764.0
97,97,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,97,K3C15J3,K3E1C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_9.vrp,522.0
98,98,1,40.0,5.0,5,500,15,20,20,7,5,150,0.4,1.4,5.0,K3C15J3,98,K3C15J3,K3E1C15J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n561-k42.vrp,44740.0
99,99,3,14.0,4.0,4,700,20,20,20,5,4,100,0.3,1.3,4.0,K5C10J3,99,K5C10J3,K5E1C10J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n766-k71.vrp,118713.0
100,100,3,14.0,4.0,4,700,20,20,20,5,4,100,0.3,1.3,4.0,K5C10J3,100,K5C10J3,K5E1C10J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n181-k23.vrp,25837.0
101,101,3,14.0,4.0,4,700,20,20,20,5,4,100,0.3,1.3,4.0,K5C10J3,101,K5C10J3,K5E1C10J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_14.vrp,1135.0
102,102,3,14.0,4.0,4,700,20,20,20,5,4,100,0.3,1.3,4.0,K5C10J3,102,K5C10J3,K5E1C10J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n655-k131.vrp,107601.0
103,103,3,14.0,4.0,4,700,20,20,20,5,4,100,0.3,1.3,4.0,K5C10J3,103,K5C10J3,K5E1C10J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n219-k73.vrp,117992.0
104,104,3,14.0,4.0,4,700,20,20,20,5,4,100,0.3,1.3,4.0,K5C10J3,104,K5C10J3,K5E1C10J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n280-k17.vrp,34202.0
105,105,3,14.0,4.0,4,700,20,20,20,5,4,100,0.3,1.3,4.0,K5C10J3,105,K5C10J3,K5E1C10J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_19.vrp,1390.0
106,106,3,14.0,4.0,4,700,20,20,20,5,4,100,0.3,1.3,4.0,K5C10J3,106,K5C10J3,K5E1C10J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n313-k71.vrp,96330.0
107,107,3,14.0,4.0,4,700,20,20,20,5,4,100,0.3,1.3,4.0,K5C10J3,107,K5C10J3,K5E1C10J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n190-k8.vrp,17469.0
108,108,3,14.0,4.0,4,700,20,20,20,5,4,100,0.3,1.3,4.0,K5C10J3,108,K5C10J3,K5E1C10J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n289-k60.vrp,97691.0
109,109,3,14.0,4.0,4,700,20,20,20,5,4,100,0.3,1.3,4.0,K5C10J3,109,K5C10J3,K5E3C10J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n153-k22.vrp,21577.0
110,110,3,14.0,4.0,4,700,20,20,20,5,4,100,0.3,1.3,4.0,K5C10J3,110,K5C10J3,K5E3C10J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n393-k38.vrp,39588.0
111,111,3,14.0,4.0,4,700,20,20,20,5,4,100,0.3,1.3,4.0,K5C10J3,111,K5C10J3,K5E3C10J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n209-k16.vrp,31578.0
112,112,3,14.0,4.0,4,700,20,20,20,5,4,100,0.3,1.3,4.0,K5C10J3,112,K5C10J3,K5E3C10J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n819-k171.vrp,162559.0
113,113,3,14.0,4.0,4,700,20,20,20,5,4,100,0.3,1.3,4.0,K5C10J3,113,K5C10J3,K5E3C10J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n204-k19.vrp,20024.0
114,114,3,14.0,4.0,4,700,20,20,20,5,4,100,0.3,1.3,4.0,K5C10J3,114,K5C10J3,K5E3C10J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_3.vrp,11384.0
115,115,3,14.0,4.0,4,700,20,20,20,5,4,100,0.3,1.3,4.0,K5C10J3,115,K5C10J3,K5E3C10J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n294-k50.vrp,48861.0
116,116,3,14.0,4.0,4,700,20,20,20,5,4,100,0.3,1.3,4.0,K5C10J3,116,K5C10J3,K5E3C10J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n1001-k43.vrp,77607.0
117,117,3,14.0,4.0,4,700,20,20,20,5,4,100,0.3,1.3,4.0,K5C10J3,117,K5C10J3,K5E3C10J3,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/CMT6.vrp,548.0
