,Unnamed: 0,Unnamed: 0_x,nbIterTraces,nbGranular,mu,lambda,nbElite,nbClose,nbIterPenaltyManagement,targetFeasible,penaltyIncrease,penaltyDecrease,name,Unnamed: 0_y,hiper_parameter_agg,conj_clientes,instancia,custo
121,121,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,121,K5C10J2,K5E2C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n214-k11.vrp,11275.0
122,122,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,122,K5C10J2,K5E2C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/CMT2.vrp,845.0
123,123,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,123,K5C10J2,K5E2C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_2.vrp,8676.0
124,124,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,124,K5C10J2,K5E2C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n120-k6.vrp,13548.0
125,125,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,125,K5C10J2,K5E2C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n153-k22.vrp,21625.0
126,126,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,126,K5C10J2,K5E2C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n536-k96.vrp,97428.0
127,127,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,127,K5C10J2,K5E2C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_13.vrp,889.0
128,128,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,128,K5C10J2,K5E2C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_11.vrp,827.0
129,129,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,129,K5C10J2,K5E5C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/CMT4.vrp,1030.0
130,130,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,130,K5C10J2,K5E5C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n876-k59.vrp,102712.0
131,131,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,131,K5C10J2,K5E5C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_8.vrp,12142.0
132,132,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,132,K5C10J2,K5E5C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n429-k61.vrp,67512.0
133,133,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,133,K5C10J2,K5E5C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n317-k53.vrp,79123.0
134,134,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,134,K5C10J2,K5E5C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n480-k70.vrp,91692.0
135,135,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,135,K5C10J2,K5E5C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n308-k13.vrp,27003.0
136,136,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,136,K5C10J2,K5E5C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_18.vrp,1035.0
137,137,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,137,K5C10J2,K5E5C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n548-k50.vrp,88437.0
138,138,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,138,K5C10J2,K5E5C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n139-k10.vrp,13690.0
139,139,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,139,K5C10J2,K5E4C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n819-k171.vrp,162441.0
140,140,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,140,K5C10J2,K5E4C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n936-k151.vrp,
141,141,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,141,K5C10J2,K5E4C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n491-k59.vrp,69286.0
142,142,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,142,K5C10J2,K5E4C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_16.vrp,1698.0
143,143,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,143,K5C10J2,K5E4C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n459-k26.vrp,24981.0
144,144,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,144,K5C10J2,K5E4C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n162-k11.vrp,14203.0
145,145,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,145,K5C10J2,K5E4C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n384-k52.vrp,67683.0
146,146,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,146,K5C10J2,K5E4C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n837-k142.vrp,198715.0
147,147,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,147,K5C10J2,K5E4C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_6.vrp,8600.0
148,148,3,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,K5C10J2,148,K5C10J2,K5E4C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n195-k51.vrp,45236.0
149,149,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,149,K7C15J2,K7E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n411-k19.vrp,20556.0
150,150,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,150,K7C15J2,K7E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n139-k10.vrp,13691.0
151,151,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,151,K7C15J2,K7E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n837-k142.vrp,198762.0
152,152,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,152,K7C15J2,K7E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n195-k51.vrp,44882.0
153,153,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,153,K7C15J2,K7E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n783-k48.vrp,76501.0
154,154,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,154,K7C15J2,K7E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n469-k138.vrp,225906.0
155,155,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,155,K7C15J2,K7E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/CMT2.vrp,843.0
156,156,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,156,K7C15J2,K7E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_14.vrp,1127.0
157,157,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,157,K7C15J2,K7E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n819-k171.vrp,162290.0
158,158,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,158,K7C15J2,K7E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n376-k94.vrp,148650.0
159,159,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,159,K7C15J2,K7E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n251-k28.vrp,39595.0
160,160,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,160,K7C15J2,K7E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/CMT5.vrp,1328.0
161,161,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,161,K7C15J2,K7E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n573-k30.vrp,52035.0
162,162,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,162,K7C15J2,K7E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n749-k98.vrp,80465.0
163,163,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,163,K7C15J2,K7E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n298-k31.vrp,35771.0
164,164,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,164,K7C15J2,K7E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n979-k58.vrp,125464.0
165,165,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,165,K7C15J2,K7E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n303-k21.vrp,22332.0
166,166,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,166,K7C15J2,K7E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n214-k11.vrp,11433.0
167,167,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,167,K7C15J2,K7E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n148-k46.vrp,44352.0
168,168,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,168,K7C15J2,K7E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n327-k20.vrp,28696.0
169,169,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,169,K7C15J2,K7E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n313-k71.vrp,96166.0
170,170,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,170,K7C15J2,K7E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/CMT8.vrp,860.0
171,171,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,171,K7C15J2,K7E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/CMT4.vrp,1036.0
172,172,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,172,K7C15J2,K7E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_2.vrp,8549.0
173,173,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,173,K7C15J2,K7E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n513-k21.vrp,25306.0
174,174,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,174,K7C15J2,K7E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n344-k43.vrp,43298.0
175,175,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,175,K7C15J2,K7E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n856-k95.vrp,90934.0
176,176,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,176,K7C15J2,K7E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/CMT14.vrp,867.0
177,177,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,177,K7C15J2,K7E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n480-k70.vrp,91689.0
178,178,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,178,K7C15J2,K7E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n237-k14.vrp,27773.0
179,179,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,179,K7C15J2,K7E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_19.vrp,1412.0
180,180,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,180,K7C15J2,K7E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n270-k35.vrp,36144.0
181,181,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,181,K7C15J2,K7E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n129-k18.vrp,29683.0
182,182,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,182,K7C15J2,K7E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n266-k58.vrp,77270.0
183,183,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,183,K7C15J2,K7E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n613-k62.vrp,62145.0
184,184,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,184,K7C15J2,K7E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n936-k151.vrp,
185,185,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,185,K7C15J2,K7E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n502-k39.vrp,69846.0
186,186,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,186,K7C15J2,K7E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n167-k10.vrp,21218.0
187,187,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,187,K7C15J2,K7E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n536-k96.vrp,97049.0
188,188,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,188,K7C15J2,K7E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n367-k17.vrp,23591.0
189,189,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,189,K7C15J2,K7E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_5.vrp,6472.0
190,190,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,190,K7C15J2,K7E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n586-k159.vrp,194336.0
191,191,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,191,K7C15J2,K7E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n766-k71.vrp,118682.0
192,192,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,192,K7C15J2,K7E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n439-k37.vrp,37117.0
193,193,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,193,K7C15J2,K7E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/CMT13.vrp,1560.0
194,194,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,194,K7C15J2,K7E7C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_7.vrp,10367.0
195,195,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,195,K7C15J2,K7E7C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_12.vrp,1013.0
196,196,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,196,K7C15J2,K7E7C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/CMT10.vrp,1420.0
197,197,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,197,K7C15J2,K7E7C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n359-k29.vrp,53542.0
198,198,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,198,K7C15J2,K7E7C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n294-k50.vrp,48754.0
199,199,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,199,K7C15J2,K7E7C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n242-k48.vrp,84843.0
200,200,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,200,K7C15J2,K7E7C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_17.vrp,722.0
201,201,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,201,K7C15J2,K7E7C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n670-k130.vrp,
202,202,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,202,K7C15J2,K7E7C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_9.vrp,520.0
203,203,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,203,K7C15J2,K7E7C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n1001-k43.vrp,77022.0
204,204,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,204,K7C15J2,K7E7C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n162-k11.vrp,14272.0
205,205,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,205,K7C15J2,K7E7C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n317-k53.vrp,79024.0
206,206,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,206,K7C15J2,K7E7C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n641-k35.vrp,66408.0
207,207,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,207,K7C15J2,K7E7C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/CMT7.vrp,916.0
208,208,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,208,K7C15J2,K7E7C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n204-k19.vrp,20006.0
209,209,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,209,K7C15J2,K7E4C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n233-k16.vrp,19836.0
210,210,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,210,K7C15J2,K7E4C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n420-k130.vrp,110719.0
211,211,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,211,K7C15J2,K7E4C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n143-k7.vrp,16277.0
212,212,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,212,K7C15J2,K7E4C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_4.vrp,13882.0
213,213,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,213,K7C15J2,K7E4C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n308-k13.vrp,26915.0
214,214,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,214,K7C15J2,K7E4C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n190-k8.vrp,17372.0
215,215,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,215,K7C15J2,K7E4C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n176-k26.vrp,48829.0
216,216,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,216,K7C15J2,K7E4C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n384-k52.vrp,67976.0
217,217,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,217,K7C15J2,K7E4C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n223-k34.vrp,41503.0
218,218,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,218,K7C15J2,K7E4C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n561-k42.vrp,44668.0
219,219,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,219,K7C15J2,K7E4C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/CMT3.vrp,824.0
220,220,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,220,K7C15J2,K7E4C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n106-k14.vrp,26684.0
221,221,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,221,K7C15J2,K7E4C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_1.vrp,5812.0
222,222,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,222,K7C15J2,K7E4C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_10.vrp,670.0
223,223,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,223,K7C15J2,K7E4C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_15.vrp,1398.0
224,224,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,224,K7C15J2,K7E5C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n247-k50.vrp,
225,225,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,225,K7C15J2,K7E5C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n125-k30.vrp,56408.0
226,226,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,226,K7C15J2,K7E5C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n895-k37.vrp,56831.0
227,227,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,227,K7C15J2,K7E5C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n351-k40.vrp,26908.0
228,228,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,228,K7C15J2,K7E5C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n393-k38.vrp,39750.0
229,229,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,229,K7C15J2,K7E5C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n115-k10.vrp,12845.0
230,230,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,230,K7C15J2,K7E5C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n209-k16.vrp,31516.0
231,231,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,231,K7C15J2,K7E5C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_16.vrp,1705.0
232,232,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,232,K7C15J2,K7E5C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n449-k29.vrp,57688.0
233,233,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,233,K7C15J2,K7E5C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n261-k13.vrp,27891.0
234,234,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,234,K7C15J2,K7E5C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n401-k29.vrp,68538.0
235,235,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,235,K7C15J2,K7E5C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n331-k15.vrp,32205.0
236,236,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,236,K7C15J2,K7E5C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n186-k15.vrp,24855.0
237,237,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,237,K7C15J2,K7E5C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n256-k16.vrp,19187.0
238,238,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,238,K7C15J2,K7E5C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n219-k73.vrp,118012.0
239,239,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,239,K7C15J2,K7E6C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n716-k35.vrp,45430.0
240,240,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,240,K7C15J2,K7E6C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n157-k13.vrp,16986.0
241,241,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,241,K7C15J2,K7E6C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n200-k36.vrp,59697.0
242,242,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,242,K7C15J2,K7E6C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_20.vrp,1887.0
243,243,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,243,K7C15J2,K7E6C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n801-k40.vrp,75764.0
244,244,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,244,K7C15J2,K7E6C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n275-k28.vrp,21658.0
245,245,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,245,K7C15J2,K7E6C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n153-k22.vrp,21562.0
246,246,7,6,528,17,25,25,6,6,121,0.3,1.3571428571428572,K7C15J2,246,K7C15J2,K7E6C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n280-k17.vrp,34441.0
