,Unnamed: 0,Unnamed: 0_x,name,nbIterTraces,nbGranular,mu,lambda,nbElite,nbClose,nbIterPenaltyManagement,targetFeasible,penaltyIncrease,penaltyDecrease,Unnamed: 0_y,hiper_parameter_agg,conj_clientes,instancia,custo
51,51,2,K3C18J2,2,333,21,23,20,4,2,100,0.3,1.2,51,K3C18J2,K3E1C18J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_9.vrp,522.0
52,52,2,K3C18J2,2,333,21,23,20,4,2,100,0.3,1.2,52,K3C18J2,K3E1C18J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n491-k59.vrp,69452.0
53,53,2,K3C18J2,2,333,21,23,20,4,2,100,0.3,1.2,53,K3C18J2,K3E1C18J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_12.vrp,1000.0
54,54,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,54,K3C15J2,K3E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n376-k94.vrp,148736.0
55,55,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,55,K3C15J2,K3E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n957-k87.vrp,87641.0
56,56,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,56,K3C15J2,K3E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n420-k130.vrp,110261.0
57,57,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,57,K3C15J2,K3E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/CMT3.vrp,828.0
58,58,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,58,K3C15J2,K3E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n359-k29.vrp,53888.0
59,59,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,59,K3C15J2,K3E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n322-k28.vrp,30997.0
60,60,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,60,K3C15J2,K3E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n139-k10.vrp,13842.0
61,61,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,61,K3C15J2,K3E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n308-k13.vrp,26867.0
62,62,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,62,K3C15J2,K3E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n979-k58.vrp,125297.0
63,63,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,63,K3C15J2,K3E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n129-k18.vrp,29920.0
64,64,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,64,K3C15J2,K3E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n469-k138.vrp,225742.0
65,65,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,65,K3C15J2,K3E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_17.vrp,721.0
66,66,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,66,K3C15J2,K3E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n393-k38.vrp,39928.0
67,67,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,67,K3C15J2,K3E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n298-k31.vrp,35948.0
68,68,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,68,K3C15J2,K3E3C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n251-k28.vrp,39687.0
69,69,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,69,K3C15J2,K3E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n449-k29.vrp,58389.0
70,70,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,70,K3C15J2,K3E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_14.vrp,1135.0
71,71,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,71,K3C15J2,K3E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n480-k70.vrp,92103.0
72,72,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,72,K3C15J2,K3E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n801-k40.vrp,76144.0
73,73,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,73,K3C15J2,K3E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n148-k46.vrp,44309.0
74,74,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,74,K3C15J2,K3E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/CMT10.vrp,1433.0
75,75,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,75,K3C15J2,K3E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n284-k15.vrp,21306.0
76,76,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,76,K3C15J2,K3E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n162-k11.vrp,14286.0
77,77,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,77,K3C15J2,K3E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n411-k19.vrp,20699.0
78,78,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,78,K3C15J2,K3E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_16.vrp,1705.0
79,79,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,79,K3C15J2,K3E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n367-k17.vrp,23504.0
80,80,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,80,K3C15J2,K3E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n819-k171.vrp,162576.0
81,81,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,81,K3C15J2,K3E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n200-k36.vrp,59735.0
82,82,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,82,K3C15J2,K3E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n176-k26.vrp,48716.0
83,83,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,83,K3C15J2,K3E2C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n936-k151.vrp,
84,84,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,84,K3C15J2,K3E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_5.vrp,6509.0
85,85,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,85,K3C15J2,K3E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n439-k37.vrp,37503.0
86,86,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,86,K3C15J2,K3E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n536-k96.vrp,97165.0
87,87,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,87,K3C15J2,K3E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n106-k14.vrp,26635.0
88,88,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,88,K3C15J2,K3E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n331-k15.vrp,32350.0
89,89,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,89,K3C15J2,K3E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n143-k7.vrp,16161.0
90,90,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,90,K3C15J2,K3E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n204-k19.vrp,20091.0
91,91,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,91,K3C15J2,K3E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n701-k44.vrp,85692.0
92,92,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,92,K3C15J2,K3E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/CMT13.vrp,1561.0
93,93,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,93,K3C15J2,K3E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n401-k29.vrp,68172.0
94,94,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,94,K3C15J2,K3E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n895-k37.vrp,56914.0
95,95,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,95,K3C15J2,K3E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n613-k62.vrp,62600.0
96,96,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,96,K3C15J2,K3E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n233-k16.vrp,19693.0
97,97,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,97,K3C15J2,K3E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n916-k207.vrp,336103.0
98,98,1,K3C15J2,2,500,18,26,20,7,2,100,0.2666666666666666,1.3666666666666665,98,K3C15J2,K3E1C15J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_8.vrp,12049.0
99,99,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,99,K5C10J2,K5E1C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_3.vrp,11417.0
100,100,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,100,K5C10J2,K5E1C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n685-k75.vrp,70596.0
101,101,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,101,K5C10J2,K5E1C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_9.vrp,514.0
102,102,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,102,K5C10J2,K5E1C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n916-k207.vrp,335834.0
103,103,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,103,K5C10J2,K5E1C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n251-k28.vrp,39604.0
104,104,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,104,K5C10J2,K5E1C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n502-k39.vrp,69927.0
105,105,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,105,K5C10J2,K5E1C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n101-k25.vrp,28153.0
106,106,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,106,K5C10J2,K5E1C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n275-k28.vrp,21671.0
107,107,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,107,K5C10J2,K5E1C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/CMT9.vrp,1166.0
108,108,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,108,K5C10J2,K5E1C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n449-k29.vrp,57960.0
109,109,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,109,K5C10J2,K5E3C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n401-k29.vrp,68283.0
110,110,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,110,K5C10J2,K5E3C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n627-k43.vrp,63853.0
111,111,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,111,K5C10J2,K5E3C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n376-k94.vrp,148556.0
112,112,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,112,K5C10J2,K5E3C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n716-k35.vrp,45794.0
113,113,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,113,K5C10J2,K5E3C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n561-k42.vrp,44463.0
114,114,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,114,K5C10J2,K5E3C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n106-k14.vrp,26632.0
115,115,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,115,K5C10J2,K5E3C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n573-k30.vrp,52014.0
116,116,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,116,K5C10J2,K5E3C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n1001-k43.vrp,77019.0
117,117,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,117,K5C10J2,K5E3C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n134-k13.vrp,11120.0
118,118,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,118,K5C10J2,K5E3C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_4.vrp,13882.0
119,119,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,119,K5C10J2,K5E2C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n313-k71.vrp,96475.0
120,120,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,120,K5C10J2,K5E2C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n289-k60.vrp,97427.0
121,121,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,121,K5C10J2,K5E2C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n214-k11.vrp,11275.0
122,122,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,122,K5C10J2,K5E2C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/CMT2.vrp,845.0
123,123,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,123,K5C10J2,K5E2C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/Golden_2.vrp,8676.0
124,124,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,124,K5C10J2,K5E2C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n120-k6.vrp,13548.0
125,125,3,K5C10J2,7,580,22,23,36,6,7,90,0.2599999999999999,1.3199999999999998,125,K5C10J2,K5E2C10J2,/home/administrador/giron/labotim/HGS-CVRP/Instances/CVRP/X-n153-k22.vrp,21625.0
