"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11"
42164 42304 42321 42147 42192 42174 42350 42122 42225 42117 42262
140456 140895 140977 140265 140924 NA 141026 140020 140529 139981 140170
22821 22854 22979 22840 22833 22922 22844 22830 22843 22830 22840
830 830 830 830 830 830 830 830 830 830 830
37275 37283 37341 37278 37274 37284 37278 37277 37278 37277 37276
89920 NA NA 89873 90064 90476 90271 89711 NA 89711 89819
148048 NA NA 148156 148572 148320 147883 147690 NA 147795 147615
16876 NA NA NA NA 16876 16876 16876 16876 16876 16876
38815 NA NA NA NA NA 38699 38742 38781 38742 38753
27625 NA NA NA NA NA NA 27592 27628 27592 27595
5629 NA NA NA NA NA NA 5627 NA 5627 5626
13620 NA NA NA NA NA NA 13620 NA 13620 13620
8407 NA NA NA NA NA NA 8407 NA 8407 8407
