"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11"
101558 101518 101147 101036 101505 101358 101613 101405 100989 101076 101272
69091 69193 69169 68795 69155 69347 69256 69263 68882 68959 68833
19259 19261 19265 19261 19230 19261 19261 19261 19323 19331 19256
47820 47812 47812 47854 47891 47957 47951 47812 47812 47812 47812
65878 65733 65877 65696 66144 66249 65854 65982 65772 65708 65678
25745 25796 25751 25767 25746 25790 25745 25743 25743 25743 25743
NA NA 31311 31313 31308 31175 31131 31125 31258 31215 31225
NA NA 1378 1377 1378 1374 1377 1378 1377 1378 1377
NA NA NA 15700 NA 15700 15700 15700 15700 15700 15700
NA NA NA 44347 NA NA NA 44465 44188 44351 44325
NA NA NA NA NA NA NA NA 1034 1034 1034
