"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
"1",9,"500","15","20","20","3","6","100","0.3","1.3","0.75",4,140361,1081,60391,148317,78443,40437,33577,108037,26650,17069,21245,155376,1278,1334,19629
