"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11"
"1",11,"250","15","25","20","3","4","50","0.5","1.2","0.75",4,686,38802,21245,1823,26362,24300,34272,134333,147766,31105,137902
