"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14"
"1",1,"500","15","30","20","7","8","100","0.3","1.4","0.85",NA,160540,1621,1374,43448,19745,134770,58622,14138,74836,1081,22826,47812,89886,20387
