"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11"
"1",9,"250","25","25","20","5","8","100","0.3","1.3","0.85",1,485,66527,43448,21245,24145,67338,865,8453,140696,25932,954
