"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"1",6,"500","25","20","20","7","2","100","0.2","1.3","0.75",5,686,28940,29907,51856,121969,38741,38328,25950,815,86478,223978,34320
