"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14"
"1",10,"250","15","25","20","5","8","100","0.3","1.2","0.75",1,29889,19736,24242,22829,24145,223377,95741,116258,903,21854,20273,78930,36473,47260
