"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11"
"1",8,"500","15","20","20","7","2","100","0.2","1.4","0.75",7,24145,107041,6460,27042,43448,33608,68904,27732,75764,1015,24145
