"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11"
"1",8,"500","15","30","20","7","2","150","0.2","1.4","0.85",7,1524,159730,33600,87237,74260,1331,66307,26109,66401,28940,95788
