"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11"
63263 63408 63322 63506 63132 62908 63188 62953 63338 62918 63264
1815 1826 1817 1833 1809 1813 1817 1814 1817 1809 1811
26381 26374 26413 26374 26370 26421 26421 26381 26381 26370 26364
33527 33599 33671 33533 33622 33668 33615 33591 33603 33622 33613
147750 147994 147994 147963 147749 147863 147776 147811 147780 147754 147807
66532 66649 66652 66752 66506 66511 66493 66407 66515 66472 66433
110379 NA NA 110073 110092 109783 109942 109753 109927 109793 110075
861 NA NA 861 857 857 859 859 859 857 859
NA NA NA NA 51216 51349 51270 51102 51254 51036 51256
NA NA NA NA 24374 NA NA 24359 24330 24344 24234
NA NA NA NA NA NA NA 38818 NA 38761 38811
