"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11"
25861 25943 25978 25926 25897 25950 25911 25926 25897 25933 25919
1815 1819 1819 1827 1808 1813 1814 1814 1815 1815 1813
19729 19794 19769 19739 19758 19770 19783 19758 19744 19760 19769
110195 109930 109976 109993 109643 109601 109519 109689 109747 109504 109731
617 617 623 619 616 619 617 615 616 615 617
815 815 815 815 815 815 815 815 815 815 815
24305 NA NA 24206 24278 24294 24368 24274 24236 24296 24425
25743 NA NA 25743 25765 25745 25743 25743 25743 25743 25743
NA NA NA NA 116463 116349 116722 115921 116331 116516 116388
NA NA NA NA 35413 NA NA 35414 35309 35309 35324
NA NA NA NA NA NA NA NA 148269 148082 148035
