"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13"
"1",1,"500","15","30","20","7","8","100","0.3","1.4","0.85",NA,78424,75676,82956,47271,481,19570,64787,148699,52039,949,14138,903,1374
