"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14"
"1",8,"500","15","20","20","7","2","150","0.4","1.2","0.85",5,5624,106934,14971,21826,78373,135221,8454,40540,45607,11040,1145,43448,60034,17002
