"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11"
"1",10,"500","15","20","20","7","2","150","0.4","1.4","0.85",8,62918,1809,26370,33622,147754,66472,109793,857,51036,24344,38761
