"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11"
"1",11,"500","15","20","20","5","4","50","0.3","1.2","0.65",7,1275,55820,42888,38352,37406,5627,33599,66213,58620,19244,1275
