"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"1",11,"500","15","20","20","5","2","150","0.4","1.4","0.65",9,47285,28940,19727,44074,485,47812,19230,1034,1335,13332,1285,147910
