"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11"
13590 13590 13590 13590 13590 13590 NA NA 13590 13590 13590
160620 160444 160468 160394 160434 NA NA NA 160164 160150 160371
66382 66487 66703 66301 66369 66588 66656 66730 66496 66517 66425
90113 90342 90333 89898 90130 90437 90555 90121 90007 90180 90005
55539 55551 55550 55539 55539 NA NA 55551 55539 55539 55552
13621 13726 13621 13620 13620 13620 13621 13621 13620 13620 13620
775 NA NA 777 783 780 781 NA 772 767 777
16876 NA NA 16876 16876 NA NA NA 16876 16876 16876
NA NA NA 1275 NA 1277 1275 1278 1278 1275 1275
NA NA NA 35415 NA NA NA 35386 35324 35324 35358
NA NA NA 1340 NA NA NA NA 1341 1340 1337
NA NA NA 110121 NA NA NA NA 109944 110265 110046
NA NA NA 192219 NA NA NA NA 192417 192268 192251
NA NA NA 52019 NA NA NA NA 52059 52177 NA
