"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11"
56616 56120 56267 55738 56524 56548 55947 55881 55821 55820 56228
69430 69479 69481 69327 69461 69397 69384 69365 69412 69374 69422
38756 38909 38747 38901 38880 38919 38717 38761 38847 38687 38825
333351 333430 333748 333040 333567 333635 333712 332807 333432 333070 333325
11040 11040 11040 11040 11041 11040 11040 11040 11040 11040 11040
21245 21255 21245 21302 21254 21245 21275 21245 21312 21245 21253
69426 NA NA 69030 69367 69158 68762 69001 68832 68894 68824
27591 NA NA 27591 27591 27591 27591 27591 27591 27591 27591
NA NA NA 1145 NA 1145 1145 1145 1145 1145 1145
NA NA NA 484 NA NA NA 487 488 486 482
NA NA NA NA NA NA NA 55920 NA 55778 56206
