"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14"
"1",10,"700","15","30","20","5","4","100","0.3","1.2","0.75",5,31164,17066,15700,63162,192116,68858,21245,107980,89925,83395,815,86457,18880,147830
