"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"1",6,"500","25","30","20","7","8","150","0.2","1.3","0.75",1,64572,20275,86356,27042,8407,65550,42852,63253,89715,815,55162,17077
