"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
"1",7,"700","15","30","20","7","8","100","0.3","1.4","0.85",1,196895,26612,686,616,55539,5624,34308,40499,42816,27565,155086,47812,815,108022,95762
