"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
"1",8,"250","25","25","20","5","8","100","0.3","1.2","0.75",1,6460,1338,36471,848,37274,56000,772,991,11642,140434,51183,65606,66348,25569,148152
