"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"1",10,"500","15","20","20","5","4","50","0.3","1.2","0.65",4,55539,65728,27555,66493,1074,6460,27042,89383,15700,12747,55539,65754
