"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11"
56616 56120 56267 55763 56386 56635 56216 56108 56282 56012 56545
35383 35324 35324 35384 35303 35332 35336 35307 35394 35358 35309
521 521 521 521 521 521 521 521 521 521 521
13332 13332 13332 13332 13332 13332 13332 13332 13332 13332 13332
25886 26036 25906 25890 26048 25950 26000 26008 26029 26013 25935
686 686 688 689 687 687 689 690 688 686 688
NA 26627 NA 26650 26684 26686 26661 26655 26629 26612 26682
NA 12747 NA 12747 12747 12747 12747 12747 12747 12747 12747
NA 21275 NA NA NA 21245 21245 21256 21245 21286 21271
NA 14971 NA NA NA NA NA 14971 14971 14971 14971
NA NA NA NA NA NA NA 56108 NA 56224 56545
