"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11"
"1",8,"500","15","30","20","7","2","150","0.2","1.4","0.85",7,51814,6460,156034,196802,617,28940,18880,101082,47815,109802,89931
