"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11"
"1",10,"700","15","30","40","7","4","150","0.3","1.2","0.65",6,134745,19767,848,903,14971,865,42109,24273,66551,94227,160267
