"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11"
44319 44241 44543 44226 44223 44327 44255 44206 44238 44424 44521
521 521 521 521 521 521 521 521 521 521 521
107027 107169 107176 106969 107064 107015 107131 107024 107059 107054 107040
865 865 865 865 865 865 865 865 865 865 865
548 548 548 548 548 548 548 548 548 548 548
65659 65792 65850 66056 65719 65730 65640 65683 65683 65719 NA
19331 NA NA 19242 19230 19331 19259 19230 19230 19230 19315
26640 NA NA 26670 26612 26612 26630 26612 26612 26612 26831
NA NA NA NA 30671 30681 30680 30671 30671 30671 NA
NA NA NA NA 24274 NA NA 24285 24236 24275 NA
NA NA NA NA NA NA NA 74947 NA 74947 75775
NA NA NA NA NA NA NA 22913 NA 22834 NA
NA NA NA NA NA NA NA 109800 NA 109858 NA
