"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"1",4,"250","20","30","40","5","8","50","0.3","1.2","0.85",2,17034,10916,25569,29867,19764,1339,14138,58611,10097,45607,83757,82955
