"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11"
"1",10,"500","15","20","20","3","8","100","0.3","1.2","0.85",4,12747,224648,815,521,60329,13590,75177,903,196927,82912,1015
