"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13"
"1",8,"700","20","20","20","5","2","50","0.3","1.2","0.65",4,117595,69357,79067,74587,12747,764,14138,991,22904,147648,117595,69359,991
