"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"1",8,"250","25","25","20","5","8","100","0.3","1.2","0.65",1,64950,1629,117606,29905,1339,27590,27591,21220,21245,11040,486,993
