"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14"
"1",8,"700","20","30","60","5","4","50","0.2","1.2","0.65",7,35307,75387,135086,38307,47278,16876,160515,14138,117607,155344,35307,75393,14138,117630
