"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
"1",7,"700","15","20","20","7","2","150","0.4","1.4","0.85",5,83537,485,79249,66113,1378,116340,21831,1340,95852,20403,58634,18880,5624,19758,13332
