"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11"
1524 1524 1524 1524 1524 1524 1524 1524 1524 1524 1524
160382 160304 160688 160225 159951 159920 159826 159730 160002 159826 160462
33521 33599 33614 33532 33622 33654 33604 33600 33597 33604 33587
87279 87376 87335 87248 86944 87027 87125 87237 87012 87132 87249
74431 74707 74561 74249 74508 74154 74505 74260 74320 74505 74512
1338 1353 1342 1345 1336 1339 1337 1331 1342 1338 1346
66337 NA NA 66364 66111 66288 66196 66307 66392 66197 66467
26012 NA NA 26088 26103 26044 26042 26109 26059 26042 26091
NA NA NA NA 66458 66458 66488 66401 66510 66480 66591
NA NA NA NA NA NA 28940 28940 28940 28940 28940
NA NA NA NA NA NA NA 95788 NA 95723 95973
