"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14"
"1",5,"700","25","30","20","5","4","100","0.3","1.2","0.75",1,37274,64834,26381,95787,58578,19749,223766,22833,15700,11040,68850,83648,6460,333689
