"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14"
"1",9,"700","25","30","20","5","4","100","0.3","1.3","0.85",5,820,26612,147740,20557,192114,66468,27042,24145,65586,31162,1340,616,79027,95798
