"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14"
"1",8,"700","25","20","20","5","8","100","0.2","1.4","0.75",4,159517,686,140248,26383,1815,40506,31208,47812,1338,20557,159517,686,47812,1338
