"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13"
"1",7,"250","25","20","60","5","6","150","0.3","1.4","0.85",3,147950,140425,36431,74726,34308,830,15700,42122,13332,69277,86571,51318,160256
