"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11"
148067 147698 148429 148163 148572 148139 148510 NA 148435 148046 148204
63321 63408 63400 63228 63319 63366 63399 NA 63585 63184 63243
13590 13590 13590 13590 13590 13590 13590 13590 13590 13590 13590
31214 31195 31311 31236 31317 31134 31105 31258 31219 31266 31252
17076 17019 17125 17044 17026 17036 17047 17045 17069 17018 17006
107041 107107 107188 107044 107107 107123 107186 107121 107007 106991 107032
65878 NA NA 65600 66072 66065 66220 66158 65758 65828 65722
42926 NA NA 42877 42874 43166 42985 NA 42808 42848 42830
NA NA NA 44260 NA 44263 44326 44269 44263 44263 44263
NA NA NA 101229 NA NA NA 101408 101361 101162 100935
NA NA NA 83938 NA NA NA NA 83401 83853 83670
NA NA NA 11040 NA NA NA NA NA 11040 11040
