"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11"
686 686 688 688 688 686 686 688 686 688 688
47252 47243 47207 47264 47309 47248 47297 47227 47297 47229 NA
122104 121910 121808 121260 121763 121833 121671 121701 121563 121637 NA
155123 155333 155279 155233 155212 155083 155926 155241 155054 155077 155191
30687 30680 30671 30699 30671 30685 30700 30680 30671 30687 30702
147855 147893 147792 147807 147876 147874 147883 147875 147799 147796 147837
NA NA 13620 13620 13620 13621 13620 13620 13620 13620 NA
NA NA 521 521 521 521 521 521 521 521 521
NA NA 95969 NA NA 96226 95833 95865 95700 95722 NA
NA NA 830 NA NA NA NA 830 830 830 830
NA NA NA NA NA NA NA NA 686 688 688
NA NA NA NA NA NA NA NA 47297 47229 NA
NA NA NA NA NA NA NA NA 521 521 NA
