"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11"
"1",10,"700","25","20","40","5","2","150","0.3","1.4","0.75",9,38303,26381,16876,66596,19770,83719,45607,24270,52040,1343,38336
