"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11"
"1",8,"500","15","30","20","7","8","100","0.3","1.3","0.85",1,11642,107986,137498,135210,815,83417,21245,10899,26593,95741,865
