"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14"
"1",4,"500","15","20","20","3","6","100","0.3","1.2","0.85",1,13590,160394,66301,89898,55539,13620,777,16876,1275,35415,1340,110121,192219,52019
