"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11"
55539 55539 55551 55546 55546 NA 55539 NA 55539 55539 55539
66053 65606 65696 65540 65608 65905 65697 NA 65588 65728 65577
27662 27644 27593 27577 27668 27721 27613 NA 27596 27555 27663
66623 66615 66613 66407 66623 66729 66610 NA 66451 66493 66454
1082 1074 1077 1082 1080 1080 1080 NA 1082 1074 1080
6460 6460 6460 6460 6460 6460 6460 6460 6460 6460 6460
NA 27047 NA 27042 27044 27062 27050 27042 27050 27042 27042
NA 89562 NA 89464 89692 89609 89405 NA 89162 89383 89444
NA NA NA 15700 NA 15718 15700 15700 15700 15700 15700
NA NA NA 12747 NA NA 12747 12747 12747 12747 12747
NA NA NA 55546 NA NA NA 55546 55539 55539 55539
NA NA NA 65540 NA NA NA NA 65588 65754 65577
