"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13"
"1",8,"500","20","30","40","7","2","50","0.2","1.2","0.65",2,12747,13332,20557,20324,10873,5624,521,95571,44237,21225,12747,13332,95571
