"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11"
192003 192376 192376 192682 191785 191656 191941 191795 192290 191763 192185
19331 19261 19230 19242 19230 19331 19255 19323 19261 19331 19338
138117 138405 138110 138108 137452 137255 137434 137375 137478 137160 137713
521 521 521 521 521 521 521 521 521 521 521
686 687 688 686 687 686 686 687 687 686 688
55539 55546 55539 55539 55551 55539 55539 55539 55551 55539 NA
38806 NA NA 38829 38761 38732 38852 38784 38805 38774 38754
865 NA NA 865 865 865 865 865 865 865 865
NA NA NA NA 14138 14138 14138 14138 14138 14138 NA
NA NA NA NA NA 69384 NA 69345 69337 69365 NA
NA NA NA NA NA 55041 NA NA NA 55005 55353
NA NA NA NA NA 74144 NA NA NA 73938 NA
NA NA NA NA NA 22825 NA NA NA 22839 NA
