"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11"
25569 25575 25575 25591 25576 25576 25569 25573 25572 25569 NA
31129 31257 31150 31198 31197 31208 31142 31109 31103 31103 NA
865 865 865 865 865 865 865 865 865 865 NA
44428 44376 44271 43928 44460 44262 44188 44147 44298 44107 44282
26061 26132 26201 26064 26143 26145 26106 26154 25960 25998 26120
820 820 820 820 820 820 820 820 820 820 NA
14971 NA NA 14971 14971 14971 14971 14971 14971 14971 NA
27654 NA NA 27592 27667 27644 27598 27624 27692 27630 27633
13332 NA NA NA NA 13332 13332 13332 13332 13332 NA
NA NA NA NA NA NA 68934 69230 69092 69084 69268
NA NA NA NA NA NA 25569 25573 NA 25569 25571
NA NA NA NA NA NA 31142 31105 NA 31103 NA
NA NA NA NA NA NA 27604 27604 NA 27631 NA
