"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"1",1,"500","15","30","20","7","8","100","0.3","1.4","0.85",NA,31105,26612,12747,38333,56101,117606,24145,1617,26012,55539,66494,18880
