"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13"
"1",10,"700","25","20","40","5","2","150","0.3","1.4","0.75",9,40463,19230,10933,65653,45607,30687,82792,688,66222,78850,40463,19230,688
