"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17"
"1",6,"700","20","25","20","7","4","150","0.4","1.3","0.65",2,60129,21900,38318,1145,5627,27042,67018,223632,1034,903,60093,21900,223650,1034,1145,27042,38318
