"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11"
1081 1079 1074 1081 1074 1076 1082 1081 1074 1081 1082
38806 38860 38739 38820 38740 38841 38829 38826 38684 38806 38684
13332 13332 13332 13332 13332 13332 13332 13332 13332 13332 13332
115806 116614 116440 116786 115945 116172 116042 116425 116345 115810 116639
42816 42996 42871 42860 42933 42852 42954 42788 42862 42815 42833
25575 25569 25595 25569 25572 25572 25572 25569 25573 25575 25574
24221 NA NA 24368 24344 24281 24215 24236 24245 24211 24235
1145 NA NA 1145 1145 1145 1145 1145 1145 1145 1145
60229 NA NA NA NA 60340 60367 60179 60282 60221 60172
19331 NA NA NA NA NA NA 19323 19230 19331 19257
NA NA NA NA NA NA NA 1377 NA 1374 1377
