"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"1",4,"500","20","25","20","7","2","150","0.2","1.3","0.65",3,521,83589,30699,19565,20281,40508,15700,1015,62978,935,521,83608
