"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14"
"1",4,"500","20","25","20","7","2","150","0.2","1.3","0.65",3,25920,107917,771,333832,67232,44178,830,20557,1377,22845,25900,107917,20557,1377
