"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"1",9,"500","15","20","40","7","2","150","0.4","1.3","0.75",7,60131,66563,15700,31103,1524,11696,19230,83764,26362,36431,55332,333477
