"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11"
12747 12747 12747 12747 12747 12747 12747 12747 12747 12747 12747
224345 224603 224753 224110 224179 224361 224715 224421 224257 224648 223761
815 815 815 815 815 815 815 815 815 815 815
521 521 521 521 521 521 521 521 521 521 521
60509 60739 60795 60427 60483 60735 60729 60758 60369 60329 60372
13590 13590 13590 13590 13590 13590 13590 13590 13590 13590 13590
75469 NA NA 75293 75524 75268 75766 75179 75424 75177 75010
903 NA NA 903 903 903 903 903 903 903 903
NA NA NA 197002 NA 197209 197350 197339 196914 196927 197015
NA NA NA 82921 NA NA NA 83336 83167 82912 83157
NA NA NA 1015 NA NA NA NA NA 1015 1015
