"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"1",11,"500","15","20","20","3","4","100","0.3","1.2","0.85",4,148204,63243,13590,31252,17006,107032,65722,42830,44263,100935,83670,11040
