"",".ID.","nbIterTraces","nbGranular","mu","lambda","nbElite","nbClose","nbIterPenaltyManagement","targetFeasible","penaltyIncrease","penaltyDecrease",".PARENT.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11"
"1",10,"500","20","25","40","7","2","150","0.2","1.3","0.65",4,617,86411,19762,58620,45607,19230,116488,6460,42870,65569,617
