"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11"
34308 34273 34273 34272 34316 34242 34314 34291 34316 34242 34308
20557 20557 20557 20557 20557 20557 20557 20557 20557 20557 20557
51937 52183 52202 52052 51912 51993 51915 51909 51983 51889 51921
848 848 848 848 848 848 848 848 848 848 848
18880 18880 18880 18880 18880 18880 18880 18880 18880 18880 18880
19722 19788 19761 19739 19758 19804 19767 19730 19756 19803 19722
333280 NA NA 333742 333384 333564 333617 333393 333630 333578 333263
5624 NA NA 5633 5624 5630 5629 5630 5624 5626 5624
117606 NA NA NA NA 117606 117613 117606 117606 117606 117606
11040 NA NA NA NA NA NA 11040 11040 11040 11040
1034 NA NA NA NA NA NA NA NA 1034 1034
