"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11"
38348 38443 38370 38287 38370 38428 38553 38333 38320 38338 38271
15711 15711 15700 15700 15700 15700 15700 15700 15700 15700 15700
858 858 858 859 856 860 860 857 855 857 858
11642 11669 11669 11669 11678 11651 11669 11669 11669 11669 11669
19255 19261 19265 19232 19230 19331 19261 19261 19271 19261 19261
58618 58578 58617 58578 58578 58619 58667 58585 58627 58631 58625
36471 NA NA 36443 36407 36471 36442 36415 36413 36424 36446
51234 NA NA 51360 51332 51335 51330 51382 51304 51281 51139
NA NA NA NA 101103 101454 101339 101350 101064 101116 101058
NA NA NA NA 1524 NA NA 1524 1524 1524 1524
NA NA NA NA NA NA NA NA 25798 25791 25743
